4.20588,1.18182,2.69127,0
1.91935,0.80952,1.35692,0
8.02269,5.50000,14.51541,0
2.74695,3.11765,4.80233,0
4.77880,3.58824,11.09882,0
2.05970,0.08696,17.34253,0
4.94118,1.07143,3.13829,0
4.31304,0.51613,3.75709,0
1.39130,0.08333,15.49318,0
4.31646,0.70968,3.03968,0
2.62921,0.11538,7.97345,0
4.69799,1.75000,4.29407,0
2.15686,0.07576,27.36666,0
12.52471,1.12963,6.37594,0
1.33136,0.92593,1.08374,0
3.70161,5.66667,17.40799,0
2.47753,2.05405,2.52290,0
1.60563,4.22222,6.00724,0
2.99742,1.37931,1.79812,0
2.67220,0.82143,1.71271,0
2.29787,0.44444,3.11780,0
2.42069,0.48148,3.03602,0
1.44810,0.84615,1.42376,0
1.27826,1.00000,1.24171,0
2.22997,1.60000,1.69062,0
16.81818,1.48649,27.40468,0
12.80000,1.31250,23.11572,0
4.56410,0.11236,12.24606,0
8.29380,0.44554,2.09755,0
2.29318,3.95000,5.95873,0
2.23529,2.92308,4.60202,0
1.09160,0.84615,1.15371,0
1.12598,0.84615,1.18477,0
1.70901,6.84615,7.98121,0
1.31092,1.08333,1.23456,0
1.15284,1.83333,1.88640,0
1.32530,2.20000,2.29441,0
1.48951,4.73333,6.39192,0
1.19361,4.66667,5.12807,0
5.20783,1.06604,1.97921,0
1.52381,10.00000,13.39746,0
2.65244,0.51724,1.96792,0
3.98438,7.93333,15.97570,0
2.46927,3.05882,4.82063,0
1.64286,1.04348,1.42111,0
3.70192,0.15714,13.18818,0
1.83333,0.04545,40.14904,0
7.11535,0.50711,1.61005,0
5.54472,1.40909,2.92630,0
3.10791,0.18750,9.85368,0
2.84211,0.18750,9.15380,0
4.36508,3.66667,7.95552,0
1.93220,0.07018,24.08274,0
3.72727,0.26829,6.92222,0
1.62963,0.09091,17.52857,0
1.41584,1.18182,1.09696,0
1.84615,1.33333,1.80396,0
1.59292,0.08889,14.06180,0
1.52866,0.60000,1.99339,0
1.88288,0.57895,2.37560,0
1.30179,2.21053,2.42213,0
3.53774,0.60000,3.24237,0
2.61290,0.55556,2.83549,0
2.30921,0.48148,2.93756,0
2.21053,1.05000,1.23092,0
2.00000,1.54545,1.64383,0
2.28571,1.60000,1.70423,0
2.01809,1.16000,1.32856,0
21.29032,1.09091,31.33310,0
1.60120,2.76471,3.42755,0
1.12598,0.84615,1.12992,0
1.17213,0.84615,1.22372,0
1.78750,2.53846,2.72832,0
1.70370,1.91667,2.10720,0
1.58118,4.66667,5.01361,0
1.31193,1.18182,1.28092,0
2.09786,3.50000,4.73206,0
1.50392,2.25000,2.93474,0
1.18209,2.75000,2.91314,0
1.53846,1.80000,2.09438,0
1.66019,2.11111,2.14095,0
1.33333,3.60000,4.03869,0
1.94184,4.60000,5.82836,0
1.55435,3.54545,4.27634,0
5.38462,1.40000,7.40609,0
3.03980,3.61538,6.99021,0
4.05263,2.35714,2.98900,0
1.98945,0.89655,1.12178,0
7.76661,0.89933,1.87282,0
4.27273,2.61111,5.77693,0
3.95031,4.41667,13.68327,0
2.04615,1.47368,2.31373,0
9.20354,1.53846,8.36543,0
2.03937,0.18919,8.07610,0
1.73290,0.03008,54.24877,0
1.25455,0.04348,25.96688,0
2.10317,0.09434,18.23481,0
2.85185,0.63636,2.46604,0
1.38568,1.04167,1.22473,0
2.14379,5.12500,6.08857,0
3.11811,3.27273,7.19584,0
3.05344,1.33333,1.76035,0
2.71730,0.82143,1.70721,0
2.24723,1.38095,1.50288,0
11.31908,0.39785,4.09484,0
2.76000,2.19048,2.16359,0
1.25284,1.00000,1.21021,0
2.28713,1.57143,1.65890,0
4.17160,0.31915,10.03356,0
5.76136,0.66667,4.90737,0
6.23669,0.27419,17.89152,0
1.54000,2.54545,2.70405,0
2.44561,2.41176,3.44197,0
2.38311,3.95000,5.95775,0
1.23810,0.92308,1.14731,0
1.17213,0.84615,1.22325,0
1.74510,6.84615,7.94342,0
1.31092,1.08333,1.20860,0
2.06495,7.78571,10.79325,0
1.76522,2.07143,2.93257,0
1.65144,3.81250,5.14086,0
1.24138,1.00000,1.17255,0
1.35211,4.66667,5.38003,0
1.73034,2.54545,3.17140,0
1.60324,3.27273,3.58255,0
5.22034,0.71591,1.37666,0
4.90066,1.85000,3.41493,0
2.89091,2.94444,4.61997,0
5.39759,1.71429,1.49139,0
4.32692,0.92593,1.79860,0
2.54430,0.04478,51.30864,0
2.56140,0.08219,28.52429,0
9.70909,0.47191,3.06752,0
6.25933,1.10909,1.58131,0
1.90164,0.06897,24.95789,0
1.30435,1.06667,1.08237,0
2.09174,0.15789,9.82216,0
1.16505,0.40000,2.55781,0
1.72973,0.56250,2.59980,0
2.28704,1.46154,1.56655,0
2.93750,0.17021,9.86768,0
1.74679,0.82353,1.52872,0
1.59813,0.47368,2.31365,0
1.42574,1.00000,1.50658,0
4.01575,0.56667,6.94509,0
3.80583,8.00000,21.70869,0
2.66116,0.82143,1.68117,0
3.14509,0.13063,13.62953,0
2.45745,1.57143,1.66927,0
1.61538,0.95238,1.39140,0
2.89655,0.76190,2.99882,0
6.38514,1.07143,2.50985,0
1.27457,1.00000,1.25177,0
6.36408,0.27536,14.94615,0
6.19231,0.30435,4.52554,0
12.47899,1.36364,22.02310,0
13.79817,1.46875,26.48386,0
15.21951,1.44444,26.79922,0
12.30769,1.25000,21.90150,0
2.67568,6.11111,8.65427,0
1.93820,1.53333,1.77531,0
1.95431,3.92857,4.23809,0
1.21875,0.92308,1.12487,0
1.16260,0.84615,1.18884,0
1.71600,2.53846,2.66069,0
1.58118,4.66667,5.01218,0
1.32203,1.08333,1.22517,0
2.10421,5.35714,7.32337,0
1.54011,2.25000,2.91874,0
1.18919,1.83333,1.91433,0
1.40351,2.40000,2.83016,0
1.17647,2.20000,2.31635,0
3.35878,0.27500,6.34971,0
1.92829,4.00000,5.54599,0
1.55527,5.00000,6.09302,0
1.52866,2.40000,2.27793,0
3.32719,0.50000,2.38718,0
3.89262,0.17241,9.77928,0
1.76056,2.50000,2.69800,0
1.19208,0.13684,8.41498,0
6.71141,0.40000,10.34762,0
6.20690,0.55556,2.86228,0
2.63934,1.09524,1.33941,0
1.47030,0.81481,1.43767,0
1.26361,1.00000,1.22933,0
2.19931,1.60000,1.68003,0
20.47059,1.03448,30.56531,0
37.55892,1.18557,47.40442,0
1.07519,0.84615,1.17076,0
1.09160,0.84615,1.16852,0
1.65021,6.92308,7.83549,0
1.19084,1.08333,1.15855,0
1.92741,7.85714,10.36774,0
1.82857,4.75000,6.24642,0
1.54357,2.58333,3.42280,0
1.28155,3.66667,4.11591,0
1.20805,3.60000,3.88832,0
1.73496,5.46154,7.23938,0
1.37705,4.66667,5.57673,0
3.69143,0.55882,1.99220,0
3.96923,3.58333,12.36237,0
3.66238,1.92982,1.99436,0
2.43655,0.13333,14.85887,0
6.77689,3.85714,9.43792,0
3.51429,0.21951,7.17925,0
2.47716,30.50000,49.30603,0
17.28177,0.67647,13.12716,0
14.64356,0.87931,11.82676,0
2.56604,1.06250,1.97365,0
1.57534,0.43478,2.33576,0
2.46226,0.31034,4.44526,0
1.36190,0.84615,1.30630,0
4.31902,5.81818,17.94603,0
6.46154,0.47191,2.55591,0
3.00000,3.60000,6.46439,0
2.42308,0.32143,6.96447,0
2.60729,0.82143,1.71365,0
1.78571,0.89286,1.20450,0
1.44444,0.84615,1.40923,0
37.13218,1.56044,66.08958,0
5.97710,1.34483,2.53037,0
13.86842,1.64516,23.12451,0
19.73262,1.82222,27.25072,0
1.79348,1.46667,1.76420,0
1.31092,0.92308,1.10799,0
1.16260,0.84615,1.22034,0
1.77542,6.92308,8.00720,0
1.62500,2.07692,2.27139,0
2.57520,3.81250,5.43104,0
1.23653,3.66667,3.75380,0
1.26263,2.50000,2.53013,0
1.68837,3.00000,3.32455,0
1.71429,2.40000,2.44492,0
4.49045,3.13333,11.23287,0
2.55556,1.08696,1.33627,0
1.95722,0.09836,14.80592,0
1.56000,0.10256,12.87802,0
3.20000,0.19048,10.59973,0
4.03053,2.06250,4.55927,0
3.36283,1.05263,1.90209,0
2.60351,15.14286,29.61117,0
9.70051,0.23077,29.51259,0
2.79730,0.19565,7.32467,0
2.53691,0.51852,3.00679,0
2.45255,0.42857,3.08402,0
3.87755,2.17143,3.09982,0
1.51834,0.85185,1.44730,0
1.24929,1.00000,1.21632,0
2.26263,1.52381,1.63029,0
19.51648,1.54167,38.25268,0
11.88000,1.62963,20.14755,0
1.06716,0.84615,1.17624,0
1.06716,0.84615,1.16779,0
1.61833,7.00000,7.85618,0
1.17293,1.08333,1.13647,0
1.81788,3.38889,5.07406,0
1.86441,7.85714,10.40769,0
1.70056,3.07143,4.23288,0
1.63964,1.07692,1.48448,0
1.54839,2.66667,3.44761,0
2.71457,4.70588,7.31595,0
1.79104,2.50000,2.64857,0
4.82390,1.08491,2.11981,0
2.91391,0.90909,1.23866,0
2.57838,2.94444,4.66784,0
1.65217,1.58333,1.96711,0
4.49564,10.06250,30.04431,0
8.29155,1.09722,1.85080,0
1.52113,0.07407,18.13908,0
6.16495,2.65385,7.64650,0
1.65766,0.08696,15.65262,0
4.36994,1.03704,2.54728,0
4.09302,0.22917,10.47710,0
19.33157,0.64979,3.06200,0
2.34286,0.14634,11.89832,0
6.92593,0.77273,1.50334,0
1.13065,0.12000,9.26409,0
2.47706,0.13333,12.10034,0
1.25737,0.15625,7.87134,0
1.73913,0.10417,14.29372,0
1.34328,1.80000,2.04570,0
3.25600,0.29730,7.17459,0
3.82353,0.26154,8.12324,0
1.46617,1.15385,1.35715,0
5.88889,6.62500,32.70421,0
18.09206,0.88489,3.02593,0
2.61789,0.82143,1.70667,0
1.96078,0.69444,1.51455,0
2.44928,0.50000,2.99422,0
2.24460,0.46154,3.05342,0
2.64368,1.15000,1.32938,0
1.47030,0.81481,1.42266,0
1.26724,1.00000,1.24133,0
2.14047,1.60000,1.66421,0
26.46500,1.17910,46.02488,0
1.45833,3.57143,4.00176,0
1.98381,2.50000,3.41229,0
3.27273,1.80000,3.00861,0
2.01681,1.20000,1.43665,0
1.08333,0.84615,1.15156,0
1.10000,0.84615,1.18497,0
1.65522,6.84615,7.89854,0
1.47368,4.66667,4.84662,0
1.27869,1.08333,1.22999,0
1.94643,7.78571,10.54995,0
1.58491,1.16667,1.52534,0
1.65705,3.81250,5.28661,0
1.26923,3.66667,4.14891,0
1.27036,3.90000,4.06675,0
